college_name,state,stream,ug_fee,pg_fee,rating,academic,accommodation,faculty,infrastructure,placement,social_life,institute_canonical,match_type,needs_manual_review
Rajiv Gandhi University,Arunachal Pradesh,Arts,"5,000","2,620",7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Arts,"28,000","38,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
"Institute of Distance Education, Rajiv Gandhi University, Itanagar",Arunachal Pradesh,Arts,"5,400","12,100",--,--,--,--,--,--,--,Institute of Distance Education,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Arts,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Arts,"20,000","12,500",7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Arts,"34,000","34,000",--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
"Don Bosco College, Itanagar",Arunachal Pradesh,Arts,"37,300","40,900",--,--,--,--,--,--,--,"Don Bosco College, Itanagar",EXACT,False
Siang Royal Academy,Arunachal Pradesh,Arts,"25,000",--,--,--,--,--,--,--,--,Siang Royal Academy,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Arts,"14,000","15,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Mahabodhi Lord Buddha College, Namsai",Arunachal Pradesh,Arts,"30,000",--,--,--,--,--,--,--,--,"Mahabodhi Lord Buddha College, Namsai",EXACT,False
"Mudo Tamo Memorial College, Lower Subansiri",Arunachal Pradesh,Arts,"30,000",--,--,--,--,--,--,--,--,Mudo Tamo Memorial College,EXACT,False
"Doying Gumin College, Pasighat",Arunachal Pradesh,Arts,"22,500",--,--,--,--,--,--,--,--,"Doying Gumin College, Pasighat",EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Hotel-management,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Hotel-management,"85,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Hotel-management,"19,000",--,7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Hotel-management,"63,000","43,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Hotel-management,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
Venkateshwara Open University,Arunachal Pradesh,Hotel-management,"10,000",--,7.9,8.3,7.3,8.5,7.5,7.8,8.2,Venkateshwara Open University,EXACT,False
Rajiv Gandhi Government Polytechnic,Arunachal Pradesh,Hotel-management,"15,350",--,--,--,--,--,--,--,--,Rajiv Gandhi Government Polytechnic,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Hotel-management,"20,000","20,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
National Research Centre on Yak,Arunachal Pradesh,Agriculture,--,--,7.8,8,8,7.5,7.5,8,8,National Research Centre on Yak,EXACT,False
North Eastern Regional Institute of Science and Technology,Arunachal Pradesh,Agriculture,"26,400","33,080",6.9,7.8,6.7,7.2,6.5,5.1,8.3,North Eastern Regional Institute of Science and Technology,EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Agriculture,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Agriculture,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Agriculture,"95,000","70,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
"St Francis Sales College, West Siang",Arunachal Pradesh,Agriculture,--,--,7.5,8,8,8,7,6,8,"St Francis Sales College, West Siang",EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Agriculture,"63,000","85,100",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Agriculture,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Agriculture,"25,000","30,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Medical,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Medical,"21,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Medical,"1,00,000","60,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Rajiv Gandhi University,Arunachal Pradesh,Medical,"10,050",--,7,7.4,6.6,7.7,7.6,5.4,7.2,Rajiv Gandhi University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Medical,"1,55,000","1,25,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Medical,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Medical,"59,000","58,500",--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
"North East Homoeopathic Medical College And Hospital, Itanagar",Arunachal Pradesh,Medical,"2,50,000",--,--,--,--,--,--,--,--,North East Homoeopathic Medical College And Hospital,EXACT,False
"Sarah Institute of Paramedical Sciences, Itanagar",Arunachal Pradesh,Medical,"85,000",--,--,--,--,--,--,--,--,Sarah Institute of Paramedical Sciences,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Medical,"40,000","40,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Pharmacy,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Pharmacy,"1,20,000","70,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Pharmacy,"1,05,000","1,15,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Pharmacy,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Pharmacy,"60,000",--,--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
"Arunodaya University, Itanagar",Arunachal Pradesh,Law,--,--,8.4,9,8.5,8.2,9,7.5,7.9,"Arunodaya University, Itanagar",EXACT,False
Himalayan University,Arunachal Pradesh,Law,"81,000",--,8.6,8.6,8,8.9,9.1,8.1,9,Himalayan University,EXACT,False
Apex Professional University,Arunachal Pradesh,Law,"70,000","75,000",7.4,7.5,7.5,7.5,7.5,7.5,7,Apex Professional University,EXACT,False
Arunachal University of Studies,Arunachal Pradesh,Law,"85,100","48,000",8.3,8.7,7.9,8.4,8.1,8.2,8.4,Arunachal University of Studies,EXACT,False
North East Frontier Technical University,Arunachal Pradesh,Law,--,--,8.3,9,7.6,8.5,8.2,8.7,8,North East Frontier Technical University,EXACT,False
"Indira Gandhi Technological And Medical Sciences University, Ziro",Arunachal Pradesh,Law,"58,000",--,--,--,--,--,--,--,--,Indira Gandhi Technological And Medical Sciences University,EXACT,False
"The Global University, Itanagar",Arunachal Pradesh,Law,"35,000","15,000",--,--,--,--,--,--,--,"The Global University, Itanagar",EXACT,False
National Institute of Technology,Meghalaya,Engineering,"2,53,700","43,000",7.3,8.1,7,7.9,6.1,7.1,7.5,NIT,EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Engineering,"3,75,000","2,35,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
North-Eastern Hill University,Meghalaya,Engineering,"5,060","5,010",7.9,7.9,7.8,8.2,8.4,6.6,8.2,North-Eastern Hill University,EXACT,False
William Carey University,Meghalaya,Engineering,"1,06,000","1,06,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
Mahatma Gandhi University,Meghalaya,Engineering,"16,000",--,8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
"MIT University, Shillong",Meghalaya,Engineering,"1,35,000",--,3.8,4.8,2.5,3.8,3.3,4.5,3.8,"MIT University, Shillong",EXACT,False
Regional Institute of Science and Technolog,Meghalaya,Engineering,"1,25,000",--,8.2,9,8,7.7,9,7,8.3,Regional Institute of Science and Technolog,EXACT,False
"Tura Polytechnic College, Tura",Meghalaya,Engineering,"3,516",--,--,--,--,--,--,--,--,"Tura Polytechnic College, Tura",EXACT,False
"Shillong Polytechnic, Mawlai",Meghalaya,Engineering,--,--,--,--,--,--,--,--,--,"Shillong Polytechnic, Mawlai",EXACT,False
"Jowai Polytechnic, Jowai",Meghalaya,Engineering,"1,500",--,--,--,--,--,--,--,--,"Jowai Polytechnic, Jowai",EXACT,False
Indian Institute of Management,Meghalaya,Management,"1,46,000","7,50,000",8.9,8.8,8.8,9,8.9,8.9,8.7,Indian Institute of Management,EXACT,False
Martin Luther Christian University,Meghalaya,Management,"1,57,400","23,250",7.9,8.3,8,8.4,7,7.4,8.1,Martin Luther Christian University,EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Management,"1,45,000","1,10,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
University of Science and Technology,Meghalaya,Management,"1,45,000","1,80,000",8.4,8.7,8.1,8.7,8.5,7.9,8.5,University of Science and Technology,EXACT,False
North-Eastern Hill University,Meghalaya,Management,"13,950","5,060",7.9,7.9,7.8,8.2,8.4,6.6,8.2,North-Eastern Hill University,EXACT,False
William Carey University,Meghalaya,Management,"1,18,000","74,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
Mahatma Gandhi University,Meghalaya,Management,"50,000","80,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
National Institute of Fashion Technology,Meghalaya,Management,"2,06,750",--,8.7,8.3,8,8.8,9,8.9,8.9,National Institute of Fashion Technology,EXACT,False
"ICFAI University, Shillong",Meghalaya,Management,"41,000","1,19,000",7.1,7.2,6.7,7.3,7.2,7.4,6.8,"ICFAI University, Shillong",EXACT,False
"MIT University, Shillong",Meghalaya,Management,"55,000","1,15,000",3.8,4.8,2.5,3.8,3.3,4.5,3.8,"MIT University, Shillong",EXACT,False
"Lady Keane College, Shillong",Meghalaya,Management,"44,520",--,--,--,--,--,--,--,--,"Lady Keane College, Shillong",EXACT,False
"St Anthony's College, Shillong",Meghalaya,Management,--,--,8.3,8.9,7.4,8.4,8.9,6.9,9,"St Anthony's College, Shillong",EXACT,False
"Shillong College, Shillong",Meghalaya,Management,"35,310",--,7,6.5,6,8.6,6.7,6.4,7.8,"Shillong College, Shillong",EXACT,False
Techno Global University,Meghalaya,Management,"3,00,000",--,8.1,8,8.5,9,8,7,8,Techno Global University,EXACT,False
Indian Institute of Management,Meghalaya,Science,"60,000",--,8.9,8.8,8.8,9,8.9,8.9,8.7,Indian Institute of Management,EXACT,False
National Institute of Technology,Meghalaya,Science,"39,000","43,000",7.3,8.1,7,7.9,6.1,7.1,7.5,NIT,EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Science,"28,000","95,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
North-Eastern Hill University,Meghalaya,Science,"5,010","45,000",7.9,7.9,7.8,8.2,8.4,6.6,8.2,North-Eastern Hill University,EXACT,False
Martin Luther Christian University,Meghalaya,Science,"1,09,900","1,57,400",7.9,8.3,8,8.4,7,7.4,8.1,Martin Luther Christian University,EXACT,False
University of Science and Technology,Meghalaya,Science,"1,48,000","1,01,000",8.4,8.7,8.1,8.7,8.5,7.9,8.5,University of Science and Technology,EXACT,False
Mahatma Gandhi University,Meghalaya,Science,"50,000","40,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
William Carey University,Meghalaya,Science,"1,14,000","66,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
"Lady Keane College, Shillong",Meghalaya,Science,"32,120",--,--,--,--,--,--,--,--,"Lady Keane College, Shillong",EXACT,False
"Sankardev College, Shillong",Meghalaya,Science,"19,910",--,8.1,8.7,8,8,8,7.7,8,"Sankardev College, Shillong",EXACT,False
"St Anthony's College, Shillong",Meghalaya,Science,--,--,8.3,8.9,7.4,8.4,8.9,6.9,9,"St Anthony's College, Shillong",EXACT,False
"St Mary's College, Shillong",Meghalaya,Science,"30,620",--,7.2,7,8,8,7.7,5.3,7.3,"St Mary's College, Shillong",EXACT,False
"Synod College, Shillong",Meghalaya,Science,--,--,3.5,4.3,1,5,3.5,2,5,"Synod College, Shillong",EXACT,False
"Union Christian College, Shillong",Meghalaya,Science,"27,540",--,8.4,9,8.5,7.7,9,6.6,9.7,"Union Christian College, Shillong",EXACT,False
"Shillong College, Shillong",Meghalaya,Science,"32,610",--,7,6.5,6,8.6,6.7,6.4,7.8,"Shillong College, Shillong",EXACT,False
"St. Edmund's College, Shillong",Meghalaya,Science,"72,220",--,--,--,--,--,--,--,--,"St. Edmund's College, Shillong",EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Commerce,"65,000","85,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
North-Eastern Hill University,Meghalaya,Commerce,"4,810","13,350",7.9,7.9,7.8,8.2,8.4,6.6,8.2,North-Eastern Hill University,EXACT,False
Martin Luther Christian University,Meghalaya,Commerce,"88,500","1,17,360",7.9,8.3,8,8.4,7,7.4,8.1,Martin Luther Christian University,EXACT,False
University of Science and Technology,Meghalaya,Commerce,"1,80,000","78,000",8.4,8.7,8.1,8.7,8.5,7.9,8.5,University of Science and Technology,EXACT,False
Mahatma Gandhi University,Meghalaya,Commerce,"30,000","40,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
William Carey University,Meghalaya,Commerce,"87,300","36,500",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
"ICFAI University, Shillong",Meghalaya,Commerce,"22,000","60,000",7.1,7.2,6.7,7.3,7.2,7.4,6.8,"ICFAI University, Shillong",EXACT,False
Jaintia Eastern College,Meghalaya,Commerce,"15,200",--,--,--,--,--,--,--,--,Jaintia Eastern College,EXACT,False
"St Anthony's College, Shillong",Meghalaya,Commerce,--,--,8.3,8.9,7.4,8.4,8.9,6.9,9,"St Anthony's College, Shillong",EXACT,False
"St Mary's College, Shillong",Meghalaya,Commerce,"19,320",--,7.2,7,8,8,7.7,5.3,7.3,"St Mary's College, Shillong",EXACT,False
"Synod College, Shillong",Meghalaya,Commerce,--,--,3.5,4.3,1,5,3.5,2,5,"Synod College, Shillong",EXACT,False
"Umshyrpi College, Shillong",Meghalaya,Commerce,"24,550",--,7.6,8,7,7.5,8,8,7,"Umshyrpi College, Shillong",EXACT,False
"Union Christian College, Shillong",Meghalaya,Commerce,"21,540",--,8.4,9,8.5,7.7,9,6.6,9.7,"Union Christian College, Shillong",EXACT,False
"Shillong College, Shillong",Meghalaya,Commerce,"20,730",--,7,6.5,6,8.6,6.7,6.4,7.8,"Shillong College, Shillong",EXACT,False
"St. Edmund's College, Shillong",Meghalaya,Commerce,"41,820",--,--,--,--,--,--,--,--,"St. Edmund's College, Shillong",EXACT,False
Indian Institute of Management,Meghalaya,Arts,"7,50,000",--,8.9,8.8,8.8,9,8.9,8.9,8.7,Indian Institute of Management,EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Arts,"75,000","91,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
North-Eastern Hill University,Meghalaya,Arts,"4,910","8,210",7.9,7.9,7.8,8.2,8.4,6.6,8.2,North-Eastern Hill University,EXACT,False
Martin Luther Christian University,Meghalaya,Arts,"30,500","88,500",7.9,8.3,8,8.4,7,7.4,8.1,Martin Luther Christian University,EXACT,False
University of Science and Technology,Meghalaya,Arts,"1,05,000","88,000",8.4,8.7,8.1,8.7,8.5,7.9,8.5,University of Science and Technology,EXACT,False
Mahatma Gandhi University,Meghalaya,Arts,"40,000","24,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
William Carey University,Meghalaya,Arts,"46,000","83,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
"ICFAI University, Shillong",Meghalaya,Arts,"20,000","50,000",7.1,7.2,6.7,7.3,7.2,7.4,6.8,"ICFAI University, Shillong",EXACT,False
Jaintia Eastern College,Meghalaya,Arts,"15,000",--,--,--,--,--,--,--,--,Jaintia Eastern College,EXACT,False
"Lady Keane College, Shillong",Meghalaya,Arts,"19,870",200,--,--,--,--,--,--,--,"Lady Keane College, Shillong",EXACT,False
"Sankardev College, Shillong",Meghalaya,Arts,"14,510",--,8.1,8.7,8,8,8,7.7,8,"Sankardev College, Shillong",EXACT,False
"St Anthony's College, Shillong",Meghalaya,Arts,--,--,8.3,8.9,7.4,8.4,8.9,6.9,9,"St Anthony's College, Shillong",EXACT,False
"St Mary's College, Shillong",Meghalaya,Arts,"19,970",--,7.2,7,8,8,7.7,5.3,7.3,"St Mary's College, Shillong",EXACT,False
"Synod College, Shillong",Meghalaya,Arts,--,--,3.5,4.3,1,5,3.5,2,5,"Synod College, Shillong",EXACT,False
"Umshyrpi College, Shillong",Meghalaya,Arts,"24,550",--,7.6,8,7,7.5,8,8,7,"Umshyrpi College, Shillong",EXACT,False
"Union Christian College, Shillong",Meghalaya,Arts,"41,230",--,8.4,9,8.5,7.7,9,6.6,9.7,"Union Christian College, Shillong",EXACT,False
"Harding Theological College, West Garo Hills",Meghalaya,Arts,--,--,--,--,--,--,--,--,--,Harding Theological College,EXACT,False
English and Foreign Languages University,Meghalaya,Arts,--,--,8.3,9,8.3,8.3,9,7.7,7.3,English and Foreign Languages University,EXACT,False
"Shillong College, Shillong",Meghalaya,Arts,"20,730","34,110",7,6.5,6,8.6,6.7,6.4,7.8,"Shillong College, Shillong",EXACT,False
Techno Global University,Meghalaya,Arts,"2,50,000","3,00,000",8.1,8,8.5,9,8,7,8,Techno Global University,EXACT,False
"St. Edmund's College, Shillong",Meghalaya,Arts,"28,620","42,220",--,--,--,--,--,--,--,"St. Edmund's College, Shillong",EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Hotel-management,"1,20,000","2,55,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
Mahatma Gandhi University,Meghalaya,Hotel-management,"70,000","70,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
William Carey University,Meghalaya,Hotel-management,"76,000","81,500",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
"Institute of Hotel Management Catering Technology and Applied Nutrition, Shillong",Meghalaya,Hotel-management,"1,16,800","55,000",8.1,8,7.5,8.3,8.5,8.4,8.1,Institute of Hotel Management Catering Technology and Applied Nutrition,EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Agriculture,"2,35,000","2,20,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
William Carey University,Meghalaya,Agriculture,"1,21,000","74,000",8.5,9.2,8.4,8.4,8.2,8.1,8.6,William Carey University,EXACT,False
Techno Global University,Meghalaya,Agriculture,"2,40,000","2,50,000",8.1,8,8.5,9,8,7,8,Techno Global University,EXACT,False
"Tura Polytechnic College, Tura",Meghalaya,Agriculture,"3,516",--,--,--,--,--,--,--,--,"Tura Polytechnic College, Tura",EXACT,False
"CMJ University, Ri-Bhoi",Meghalaya,Medical,"95,000","23,000",8.3,8.8,7.8,8.5,7.8,8.2,8.6,"CMJ University, Ri-Bhoi",EXACT,False
Martin Luther Christian University,Meghalaya,Medical,"1,09,900","73,900",7.9,8.3,8,8.4,7,7.4,8.1,Martin Luther Christian University,EXACT,False
University of Science and Technology,Meghalaya,Medical,"1,38,000","1,03,000",8.4,8.7,8.1,8.7,8.5,7.9,8.5,University of Science and Technology,EXACT,False
Mahatma Gandhi University,Meghalaya,Medical,"70,000","88,000",8.1,9,7,9,9,6.3,8.4,Mahatma Gandhi University,EXACT,False
